ags,gen,lon,lat,distance_pck_km,centroid_distance_pck_km,municipality,SPD_2019_pct,SPD_2024_pct,SPD_change_pp,CDU_2019_pct,CDU_2024_pct,CDU_change_pp,Greens_2019_pct,Greens_2024_pct,Greens_change_pp,FDP_2019_pct,FDP_2024_pct,FDP_change_pp,AfD_2019_pct,AfD_2024_pct,AfD_change_pp,Left_2019_pct,Left_2024_pct,Left_change_pp,turnout_2019_pct,turnout_2024_pct,turnout_change_pp,eligible_2019,eligible_2024,valid_2019,valid_2024
12067180,Groß Lindow,14.51155498243019,52.24138413520434,95.9292775961813,95.93128857253308,Groß Lindow,18.41763942931258,21.35706340378198,2.939423974469399,18.547341115434502,10.456062291434927,-8.091278823999575,5.058365758754864,0.22246941045606228,-4.835896348298801,3.501945525291829,0.44493882091212456,-3.0570067043797042,35.797665369649806,47.1635150166852,11.365849647035397,8.690012970168612,1.0011123470522802,-7.688900623116331,51.83946488294314,60.738255033557046,8.898790150613905,1495,1490,771,899
12067201,Grünheide (Mark),13.897431655224757,52.416870658596864,78.07552447398945,77.96970535652216,Grünheide (Mark),25.745650372825185,28.304875902129908,2.5592255293047224,13.007456503728251,11.019186762893856,-1.9882697408343954,9.859154929577464,3.837352578771343,-6.021802350806121,4.142502071251036,0.6688963210702341,-3.4736057501808015,22.700911350455677,28.65692659743003,5.956015246974353,12.510356255178127,3.274071466291146,-9.236284788886982,67.47666117517848,77.12515155597467,9.64849038079619,7284,7423,4828,5681
12067205,Grunow-Dammendorf,14.452279077169155,52.11486964525956,109.17014089275607,107.4340287095597,Grunow-Dammendorf,21.53846153846154,30.855018587360593,9.316557048899053,21.153846153846153,7.806691449814126,-13.347154704032027,4.230769230769231,1.486988847583643,-2.743780383185588,3.4615384615384617,0.0,-3.4615384615384617,31.153846153846153,38.28996282527881,7.13611667143266,8.461538461538462,0.7434944237918215,-7.71804403774664,60.585585585585584,64.81481481481481,4.229229229229226,444,432,260,269
12067237,Jacobsdorf,14.365077502550676,52.350661004440106,82.42290619318904,82.5675743428312,Jacobsdorf,21.352313167259787,24.145534729878722,2.7932215626189354,15.183867141162516,10.143329658213892,-5.040537482948624,6.405693950177936,1.6538037486218302,-4.7518902015561055,4.389086595492289,0.2205071664829107,-4.1685794290093785,34.400948991696325,41.89636163175303,7.495412640056706,9.608540925266905,2.535832414553473,-7.072708510713431,52.17391304347826,56.54060756354619,4.366694520067931,1633,1613,843,907
12067288,Langewahl,14.11477429831953,52.327729091471525,84.9371019250289,84.63892625472084,Langewahl,23.87706855791962,23.142250530785564,-0.7348180271340574,14.893617021276595,8.067940552016985,-6.82567646925961,3.5460992907801416,0.8492569002123143,-2.696842390567827,4.491725768321513,0.21231422505307856,-4.279411543268434,34.04255319148936,47.77070063694268,13.728147445453317,7.5650118203309695,1.910828025477707,-5.654183794853262,56.42384105960265,62.63297872340426,6.209137663801606,755,752,423,471
12067292,Lawitz,14.644098664092754,52.11144417924495,112.00984576878702,111.78715162119325,Lawitz,24.013157894736842,25.0814332247557,1.0682753300188566,10.526315789473685,6.188925081433225,-4.33739070804046,4.605263157894737,0.9771986970684039,-3.6280644608263333,2.6315789473684212,0.0,-2.6315789473684212,35.85526315789474,44.95114006514658,9.095876907251842,9.539473684210526,0.6514657980456026,-8.888007886164923,62.19512195121951,65.12605042016807,2.930928468948558,492,476,304,307
12067324,Mixdorf,14.406989140560588,52.195916869852674,99.84376740125627,100.08524858098878,Mixdorf,17.14876033057851,26.600985221674875,9.452224891096364,20.041322314049587,9.605911330049262,-10.435410984000326,5.371900826446281,0.24630541871921183,-5.12559540772707,6.404958677685951,0.24630541871921183,-6.158653258966739,30.578512396694215,39.40886699507389,8.830354598379678,10.330578512396695,1.7241379310344827,-8.606440581362213,60.674157303370784,51.64556962025316,-9.028587683117621,801,790,484,406
12067336,Müllrose,14.404451107790177,52.25541300361921,93.25077793774162,93.24807201461036,"Müllrose, Stadt",24.57537154989384,27.40336967294351,2.8279981230496674,16.985138004246284,10.059464816650149,-6.925673187596136,6.475583864118896,0.8919722497522299,-5.583611614366666,5.095541401273885,0.6442021803766105,-4.451339220897275,27.494692144373673,38.89990089197225,11.405208747598579,10.562632696390658,2.576808721506442,-7.985823974884216,47.27815063385533,50.39721946375372,3.1190688298983886,4023,4028,1884,2018
12067338,Neißemünde,14.708523961429643,52.049861548312094,119.7537158728276,119.15569057909335,Neißemünde,26.741293532338307,27.686915887850468,0.9456223555121603,14.676616915422885,9.345794392523365,-5.3308225228995205,5.472636815920398,1.7523364485981308,-3.7203003673222677,3.9800995024875623,0.4672897196261682,-3.5128097828613942,30.597014925373134,39.48598130841121,8.888966383038078,8.08457711442786,1.2850467289719627,-6.799530385455897,58.992805755395686,65.37878787878788,6.385982123392189,1390,1320,804,856
12067357,Neuzelle,14.5727800206764,52.06494934932053,115.99278364224222,116.31450153631887,Neuzelle,24.311023622047244,26.53985507246377,2.228831450416525,18.700787401574804,8.740942028985508,-9.959845372589296,4.478346456692913,1.358695652173913,-3.119650804519,4.429133858267717,0.8152173913043478,-3.613916466963369,31.791338582677167,42.255434782608695,10.464096199931529,6.200787401574803,1.3134057971014492,-4.887381604473354,57.14683755920869,63.40425531914894,6.257417759940246,3589,3525,2032,2208
12067397,Ragow-Merz,14.320715212123703,52.22073518891097,96.58932654789301,96.89110583347497,Ragow-Merz,25.78125,26.73992673992674,0.9586767399267409,16.796875,7.6923076923076925,-9.104567307692307,3.515625,1.098901098901099,-2.416723901098901,5.078125,0.0,-5.078125,28.90625,41.391941391941394,12.485691391941394,12.109375,1.8315018315018314,-10.277873168498168,58.690744920993225,64.77541371158392,6.0846687905906975,443,423,256,273
12067408,Rauen,14.029450206750901,52.323058530859896,86.20791420727218,86.02248635865978,Rauen,25.220264317180618,30.323846908734055,5.103582591553437,13.54625550660793,8.930323846908735,-4.615931659699195,9.251101321585903,2.649656526005888,-6.601444795580015,5.506607929515418,0.5888125613346418,-4.9177953681807764,26.431718061674008,35.328753680078506,8.897035618404498,7.048458149779735,1.9627085377821394,-5.085749611997596,53.679906542056074,59.40938042848871,5.729473886432636,1712,1727,908,1019
12067413,Reichenwalde,13.99533238954413,52.26265098090177,93.2233230974006,92.91545963419767,Reichenwalde,26.185567010309278,29.68460111317254,3.4990341028632628,16.90721649484536,8.16326530612245,-8.743951188722912,9.484536082474227,3.7105751391465676,-5.773960943327659,4.742268041237113,0.9276437847866419,-3.8146242564504718,23.298969072164947,33.580705009276436,10.281735937111488,9.484536082474227,2.968460111317254,-6.5160759711569725,48.56860809476802,52.06532180595581,3.4967137111877946,1013,1041,485,539
12067426,Rietz-Neuendorf,14.182375891650956,52.244765750398415,93.8309846387999,93.74697592581768,Rietz-Neuendorf,23.80330722367276,23.77251854468386,-0.030788678988901808,14.53437771975631,9.678558813140233,-4.8558189066160775,7.397737162750218,2.225362062875309,-5.172375099874909,4.351610095735422,0.28258565877781705,-4.069024436957605,29.329852045256747,39.38537619215825,10.0555241469015,10.052219321148826,2.1547156481808547,-7.8975036729679715,65.62942008486563,79.77120535714286,14.141785272277232,3535,3584,2298,2831
